title,price,area_sqm,bedrooms,bathrooms,property_type,furnishing,location,description,url,scraped_at,source,price_per_sqm,log_price,city
Villa in 6th October,3861866,240,6,6,Villa,Unfurnished,6th October,"Beautiful villa in 6th October. 6 bedrooms, 6 bathrooms, 240 sqm. Unfurnished.",https://example.com/property/825,2026-05-04T18:39:28.478190,sample,16091.108333333334,15.166661303262625,6th October
Duplex in New Cairo,1949010,100,2,1,Duplex,Furnished,New Cairo,"Beautiful duplex in New Cairo. 2 bedrooms, 1 bathrooms, 100 sqm. Furnished.",https://example.com/property/826,2026-05-04T18:39:28.478193,sample,19490.1,14.48283262239373,Cairo
Townhouse in Sheikh Zayed,3713474,291,3,2,Townhouse,Unfurnished,Sheikh Zayed,"Beautiful townhouse in Sheikh Zayed. 3 bedrooms, 2 bathrooms, 291 sqm. Unfurnished.",https://example.com/property/827,2026-05-04T18:39:28.478196,sample,12761.079037800688,15.127478653875478,Sheikh Zayed
Studio in New Cairo,691756,58,0,1,Studio,Semi-furnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 58 sqm. Semi-furnished.",https://example.com/property/828,2026-05-04T18:39:28.478199,sample,11926.827586206897,13.446990016860711,Cairo
Townhouse in Sheikh Zayed,3717023,283,3,1,Townhouse,Semi-furnished,Sheikh Zayed,"Beautiful townhouse in Sheikh Zayed. 3 bedrooms, 1 bathrooms, 283 sqm. Semi-furnished.",https://example.com/property/829,2026-05-04T18:39:28.478202,sample,13134.356890459363,15.12843390607856,Sheikh Zayed
Villa in New Cairo,8134595,400,5,5,Villa,Unfurnished,New Cairo,"Beautiful villa in New Cairo. 5 bedrooms, 5 bathrooms, 400 sqm. Unfurnished.",https://example.com/property/830,2026-05-04T18:39:28.478205,sample,20336.4875,15.911636635447563,Cairo
Apartment in New Cairo,3115422,186,4,4,Apartment,Semi-furnished,New Cairo,"Beautiful apartment in New Cairo. 4 bedrooms, 4 bathrooms, 186 sqm. Semi-furnished.",https://example.com/property/831,2026-05-04T18:39:28.478208,sample,16749.58064516129,14.951875495526982,Cairo
Apartment in Sheikh Zayed,1184942,62,1,2,Apartment,Furnished,Sheikh Zayed,"Beautiful apartment in Sheikh Zayed. 1 bedrooms, 2 bathrooms, 62 sqm. Furnished.",https://example.com/property/832,2026-05-04T18:39:28.478211,sample,19111.967741935485,13.985205230128642,Sheikh Zayed
Townhouse in Alexandria,3386176,156,5,3,Townhouse,Semi-furnished,Alexandria,"Beautiful townhouse in Alexandria. 5 bedrooms, 3 bathrooms, 156 sqm. Semi-furnished.",https://example.com/property/833,2026-05-04T18:39:28.478214,sample,21706.25641025641,15.035212114378675,Alexandria
Duplex in New Cairo,3343662,119,4,3,Duplex,Semi-furnished,New Cairo,"Beautiful duplex in New Cairo. 4 bedrooms, 3 bathrooms, 119 sqm. Semi-furnished.",https://example.com/property/834,2026-05-04T18:39:28.478217,sample,28098.0,15.022577470596373,Cairo
Studio in Cairo,671540,56,0,1,Studio,Furnished,Cairo,"Beautiful studio in Cairo. 0 bedrooms, 1 bathrooms, 56 sqm. Furnished.",https://example.com/property/835,2026-05-04T18:39:28.478221,sample,11991.785714285714,13.417330350415833,Cairo
Duplex in Cairo,3887080,211,3,4,Duplex,Semi-furnished,Cairo,"Beautiful duplex in Cairo. 3 bedrooms, 4 bathrooms, 211 sqm. Semi-furnished.",https://example.com/property/836,2026-05-04T18:39:28.478224,sample,18422.18009478673,15.173169048310317,Cairo
Villa in Giza,8459071,396,5,5,Villa,Unfurnished,Giza,"Beautiful villa in Giza. 5 bedrooms, 5 bathrooms, 396 sqm. Unfurnished.",https://example.com/property/837,2026-05-04T18:39:28.478227,sample,21361.290404040403,15.95075003289433,Giza
Apartment in Cairo,1686060,146,1,1,Apartment,Furnished,Cairo,"Beautiful apartment in Cairo. 1 bedrooms, 1 bathrooms, 146 sqm. Furnished.",https://example.com/property/838,2026-05-04T18:39:28.478230,sample,11548.356164383562,14.337905597197869,Cairo
Apartment in Cairo,1065302,68,1,1,Apartment,Semi-furnished,Cairo,"Beautiful apartment in Cairo. 1 bedrooms, 1 bathrooms, 68 sqm. Semi-furnished.",https://example.com/property/839,2026-05-04T18:39:28.478233,sample,15666.20588235294,13.878769823703463,Cairo
Apartment in Alexandria,1259782,88,1,2,Apartment,Furnished,Alexandria,"Beautiful apartment in Alexandria. 1 bedrooms, 2 bathrooms, 88 sqm. Furnished.",https://example.com/property/840,2026-05-04T18:39:28.478236,sample,14315.704545454546,14.046450041873488,Alexandria
Duplex in 6th October,3279568,157,3,4,Duplex,Unfurnished,6th October,"Beautiful duplex in 6th October. 3 bedrooms, 4 bathrooms, 157 sqm. Unfurnished.",https://example.com/property/841,2026-05-04T18:39:28.478239,sample,20888.96815286624,15.003222569287246,6th October
Townhouse in 6th October,2434645,122,3,3,Townhouse,Furnished,6th October,"Beautiful townhouse in 6th October. 3 bedrooms, 3 bathrooms, 122 sqm. Furnished.",https://example.com/property/842,2026-05-04T18:39:28.478242,sample,19956.10655737705,14.705311924053351,6th October
Apartment in Giza,1180224,71,2,2,Apartment,Furnished,Giza,"Beautiful apartment in Giza. 2 bedrooms, 2 bathrooms, 71 sqm. Furnished.",https://example.com/property/843,2026-05-04T18:39:28.478246,sample,16622.87323943662,13.981215656231216,Giza
Apartment in New Cairo,2469692,85,4,4,Apartment,Furnished,New Cairo,"Beautiful apartment in New Cairo. 4 bedrooms, 4 bathrooms, 85 sqm. Furnished.",https://example.com/property/844,2026-05-04T18:39:28.478250,sample,29055.2,14.719604409381356,Cairo
Apartment in Cairo,1580245,132,1,1,Apartment,Semi-furnished,Cairo,"Beautiful apartment in Cairo. 1 bedrooms, 1 bathrooms, 132 sqm. Semi-furnished.",https://example.com/property/845,2026-05-04T18:39:28.478254,sample,11971.55303030303,14.273091089086286,Cairo
Apartment in Alexandria,2215048,191,2,1,Apartment,Unfurnished,Alexandria,"Beautiful apartment in Alexandria. 2 bedrooms, 1 bathrooms, 191 sqm. Unfurnished.",https://example.com/property/846,2026-05-04T18:39:28.478258,sample,11597.10994764398,14.61078508311285,Alexandria
Villa in New Cairo,7431892,345,5,5,Villa,Unfurnished,New Cairo,"Beautiful villa in New Cairo. 5 bedrooms, 5 bathrooms, 345 sqm. Unfurnished.",https://example.com/property/847,2026-05-04T18:39:28.478261,sample,21541.715942028986,15.82129116217088,Cairo
Duplex in Giza,4699068,228,4,2,Duplex,Furnished,Giza,"Beautiful duplex in Giza. 4 bedrooms, 2 bathrooms, 228 sqm. Furnished.",https://example.com/property/848,2026-05-04T18:39:28.478264,sample,20609.947368421053,15.362874961952459,Giza
Townhouse in Cairo,1621220,145,2,2,Townhouse,Unfurnished,Cairo,"Beautiful townhouse in Cairo. 2 bedrooms, 2 bathrooms, 145 sqm. Unfurnished.",https://example.com/property/849,2026-05-04T18:39:28.478267,sample,11180.827586206897,14.298690127020272,Cairo
Studio in Giza,450908,59,0,1,Studio,Furnished,Giza,"Beautiful studio in Giza. 0 bedrooms, 1 bathrooms, 59 sqm. Furnished.",https://example.com/property/850,2026-05-04T18:39:28.478270,sample,7642.5084745762715,13.019020824289816,Giza
Duplex in 6th October,1998545,241,2,1,Duplex,Unfurnished,6th October,"Beautiful duplex in 6th October. 2 bedrooms, 1 bathrooms, 241 sqm. Unfurnished.",https://example.com/property/851,2026-05-04T18:39:28.478273,sample,8292.717842323651,14.50793047413157,6th October
Villa in New Cairo,8418641,349,6,5,Villa,Unfurnished,New Cairo,"Beautiful villa in New Cairo. 6 bedrooms, 5 bathrooms, 349 sqm. Unfurnished.",https://example.com/property/852,2026-05-04T18:39:28.478276,sample,24122.18051575931,15.94595909055073,Cairo
Townhouse in 6th October,3220001,289,5,4,Townhouse,Unfurnished,6th October,"Beautiful townhouse in 6th October. 5 bedrooms, 4 bathrooms, 289 sqm. Unfurnished.",https://example.com/property/853,2026-05-04T18:39:28.478279,sample,11141.871972318339,14.98489253863841,6th October
Duplex in New Cairo,3217289,162,2,2,Duplex,Furnished,New Cairo,"Beautiful duplex in New Cairo. 2 bedrooms, 2 bathrooms, 162 sqm. Furnished.",https://example.com/property/854,2026-05-04T18:39:28.478282,sample,19859.80864197531,14.984049948257098,Cairo
Studio in 6th October,519908,59,0,1,Studio,Semi-furnished,6th October,"Beautiful studio in 6th October. 0 bedrooms, 1 bathrooms, 59 sqm. Semi-furnished.",https://example.com/property/855,2026-05-04T18:39:28.478286,sample,8812.0,13.161409075243323,6th October
Villa in 6th October,5430732,231,4,5,Villa,Furnished,6th October,"Beautiful villa in 6th October. 4 bedrooms, 5 bathrooms, 231 sqm. Furnished.",https://example.com/property/856,2026-05-04T18:39:28.478289,sample,23509.66233766234,15.507584673591579,6th October
Studio in Alexandria,458861,45,0,1,Studio,Furnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 45 sqm. Furnished.",https://example.com/property/857,2026-05-04T18:39:28.478293,sample,10196.91111111111,13.036504790242558,Alexandria
Villa in Alexandria,5883153,380,6,4,Villa,Unfurnished,Alexandria,"Beautiful villa in Alexandria. 6 bedrooms, 4 bathrooms, 380 sqm. Unfurnished.",https://example.com/property/858,2026-05-04T18:39:28.478296,sample,15481.981578947369,15.587603570624495,Alexandria
Apartment in Alexandria,782282,73,1,1,Apartment,Unfurnished,Alexandria,"Beautiful apartment in Alexandria. 1 bedrooms, 1 bathrooms, 73 sqm. Unfurnished.",https://example.com/property/859,2026-05-04T18:39:28.478299,sample,10716.191780821919,13.569971846643242,Alexandria
Duplex in Alexandria,2426103,138,2,2,Duplex,Unfurnished,Alexandria,"Beautiful duplex in Alexandria. 2 bedrooms, 2 bathrooms, 138 sqm. Unfurnished.",https://example.com/property/860,2026-05-04T18:39:28.478302,sample,17580.456521739132,14.70179723648732,Alexandria
Duplex in New Cairo,2880525,153,2,1,Duplex,Furnished,New Cairo,"Beautiful duplex in New Cairo. 2 bedrooms, 1 bathrooms, 153 sqm. Furnished.",https://example.com/property/861,2026-05-04T18:39:28.478306,sample,18826.960784313724,14.873483474324566,Cairo
Apartment in Cairo,1843243,70,4,4,Apartment,Furnished,Cairo,"Beautiful apartment in Cairo. 4 bedrooms, 4 bathrooms, 70 sqm. Furnished.",https://example.com/property/862,2026-05-04T18:39:28.478309,sample,26332.042857142857,14.427037620726567,Cairo
Apartment in New Cairo,2354047,108,4,2,Apartment,Furnished,New Cairo,"Beautiful apartment in New Cairo. 4 bedrooms, 2 bathrooms, 108 sqm. Furnished.",https://example.com/property/863,2026-05-04T18:39:28.478312,sample,21796.73148148148,14.671646957418599,Cairo
Duplex in Giza,2487642,184,2,1,Duplex,Unfurnished,Giza,"Beautiful duplex in Giza. 2 bedrooms, 1 bathrooms, 184 sqm. Unfurnished.",https://example.com/property/864,2026-05-04T18:39:28.478315,sample,13519.79347826087,14.726846233799732,Giza
Townhouse in 6th October,2384833,161,5,3,Townhouse,Furnished,6th October,"Beautiful townhouse in 6th October. 5 bedrooms, 3 bathrooms, 161 sqm. Furnished.",https://example.com/property/865,2026-05-04T18:39:28.478319,sample,14812.627329192546,14.68464007820512,6th October
Apartment in 6th October,1874641,107,2,2,Apartment,Furnished,6th October,"Beautiful apartment in 6th October. 2 bedrooms, 2 bathrooms, 107 sqm. Furnished.",https://example.com/property/866,2026-05-04T18:39:28.478322,sample,17520.00934579439,14.443928265823226,6th October
Duplex in Sheikh Zayed,3381819,171,4,5,Duplex,Unfurnished,Sheikh Zayed,"Beautiful duplex in Sheikh Zayed. 4 bedrooms, 5 bathrooms, 171 sqm. Unfurnished.",https://example.com/property/867,2026-05-04T18:39:28.478326,sample,19776.719298245614,15.03392458407927,Sheikh Zayed
Studio in Alexandria,619010,49,0,1,Studio,Semi-furnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 49 sqm. Semi-furnished.",https://example.com/property/868,2026-05-04T18:39:28.478328,sample,12632.857142857143,13.335878322106577,Alexandria
Apartment in 6th October,1090141,85,1,2,Apartment,Unfurnished,6th October,"Beautiful apartment in 6th October. 1 bedrooms, 2 bathrooms, 85 sqm. Unfurnished.",https://example.com/property/869,2026-05-04T18:39:28.478332,sample,12825.188235294117,13.901818520949604,6th October
Duplex in 6th October,4776943,249,4,5,Duplex,Unfurnished,6th October,"Beautiful duplex in 6th October. 4 bedrooms, 5 bathrooms, 249 sqm. Unfurnished.",https://example.com/property/870,2026-05-04T18:39:28.478335,sample,19184.510040160643,15.379311569464784,6th October
Studio in Alexandria,354166,31,0,1,Studio,Semi-furnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 31 sqm. Semi-furnished.",https://example.com/property/871,2026-05-04T18:39:28.478338,sample,11424.709677419354,12.777523832288628,Alexandria
Townhouse in Giza,2126277,133,4,4,Townhouse,Furnished,Giza,"Beautiful townhouse in Giza. 4 bedrooms, 4 bathrooms, 133 sqm. Furnished.",https://example.com/property/872,2026-05-04T18:39:28.478341,sample,15987.045112781954,14.569883591329782,Giza
Apartment in Sheikh Zayed,2015590,86,3,2,Apartment,Semi-furnished,Sheikh Zayed,"Beautiful apartment in Sheikh Zayed. 3 bedrooms, 2 bathrooms, 86 sqm. Semi-furnished.",https://example.com/property/873,2026-05-04T18:39:28.478344,sample,23437.093023255813,14.51642301060695,Sheikh Zayed
Studio in Cairo,364299,44,0,1,Studio,Unfurnished,Cairo,"Beautiful studio in Cairo. 0 bedrooms, 1 bathrooms, 44 sqm. Unfurnished.",https://example.com/property/874,2026-05-04T18:39:28.478347,sample,8279.522727272728,12.805732982996656,Cairo
Studio in Alexandria,556777,46,0,1,Studio,Semi-furnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 46 sqm. Semi-furnished.",https://example.com/property/875,2026-05-04T18:39:28.478350,sample,12103.847826086956,13.229921875727495,Alexandria
Villa in Giza,6035050,359,4,2,Villa,Semi-furnished,Giza,"Beautiful villa in Giza. 4 bedrooms, 2 bathrooms, 359 sqm. Semi-furnished.",https://example.com/property/876,2026-05-04T18:39:28.478353,sample,16810.72423398329,15.613094863182287,Giza
Duplex in 6th October,2462852,163,4,4,Duplex,Furnished,6th October,"Beautiful duplex in 6th October. 4 bedrooms, 4 bathrooms, 163 sqm. Furnished.",https://example.com/property/877,2026-05-04T18:39:28.478357,sample,15109.521472392638,14.716830992008521,6th October
Studio in Cairo,359661,38,0,1,Studio,Semi-furnished,Cairo,"Beautiful studio in Cairo. 0 bedrooms, 1 bathrooms, 38 sqm. Semi-furnished.",https://example.com/property/878,2026-05-04T18:39:28.478359,sample,9464.763157894737,12.792919980511156,Cairo
Townhouse in Cairo,3669799,261,2,1,Townhouse,Semi-furnished,Cairo,"Beautiful townhouse in Cairo. 2 bedrooms, 1 bathrooms, 261 sqm. Semi-furnished.",https://example.com/property/879,2026-05-04T18:39:28.478364,sample,14060.532567049808,15.11564772263299,Cairo
Duplex in Giza,2925527,120,3,2,Duplex,Furnished,Giza,"Beautiful duplex in Giza. 3 bedrooms, 2 bathrooms, 120 sqm. Furnished.",https://example.com/property/880,2026-05-04T18:39:28.478367,sample,24379.391666666666,14.888985535178128,Giza
Duplex in New Cairo,3339523,118,4,4,Duplex,Semi-furnished,New Cairo,"Beautiful duplex in New Cairo. 4 bedrooms, 4 bathrooms, 118 sqm. Semi-furnished.",https://example.com/property/881,2026-05-04T18:39:28.478370,sample,28301.042372881355,15.0213388398266,Cairo
Apartment in Alexandria,1778561,78,3,3,Apartment,Furnished,Alexandria,"Beautiful apartment in Alexandria. 3 bedrooms, 3 bathrooms, 78 sqm. Furnished.",https://example.com/property/882,2026-05-04T18:39:28.478373,sample,22802.0641025641,14.391315730600807,Alexandria
Duplex in Cairo,2617292,164,3,3,Duplex,Unfurnished,Cairo,"Beautiful duplex in Cairo. 3 bedrooms, 3 bathrooms, 164 sqm. Unfurnished.",https://example.com/property/883,2026-05-04T18:39:28.478376,sample,15959.09756097561,14.77765113550504,Cairo
Villa in Alexandria,6752446,354,4,2,Villa,Unfurnished,Alexandria,"Beautiful villa in Alexandria. 4 bedrooms, 2 bathrooms, 354 sqm. Unfurnished.",https://example.com/property/884,2026-05-04T18:39:28.478379,sample,19074.706214689264,15.72541551567327,Alexandria
Townhouse in Giza,2534648,194,4,3,Townhouse,Semi-furnished,Giza,"Beautiful townhouse in Giza. 4 bedrooms, 3 bathrooms, 194 sqm. Semi-furnished.",https://example.com/property/885,2026-05-04T18:39:28.478383,sample,13065.19587628866,14.745565723882276,Giza
Duplex in Sheikh Zayed,2788538,163,2,1,Duplex,Semi-furnished,Sheikh Zayed,"Beautiful duplex in Sheikh Zayed. 2 bedrooms, 1 bathrooms, 163 sqm. Semi-furnished.",https://example.com/property/886,2026-05-04T18:39:28.478387,sample,17107.59509202454,14.841028360727929,Sheikh Zayed
Townhouse in Cairo,2198256,139,3,1,Townhouse,Semi-furnished,Cairo,"Beautiful townhouse in Cairo. 3 bedrooms, 1 bathrooms, 139 sqm. Semi-furnished.",https://example.com/property/887,2026-05-04T18:39:28.478390,sample,15814.791366906475,14.603175331587368,Cairo
Townhouse in Cairo,3562973,284,2,2,Townhouse,Furnished,Cairo,"Beautiful townhouse in Cairo. 2 bedrooms, 2 bathrooms, 284 sqm. Furnished.",https://example.com/property/888,2026-05-04T18:39:28.478393,sample,12545.679577464789,15.086106147339907,Cairo
Townhouse in Giza,2702549,152,4,4,Townhouse,Furnished,Giza,"Beautiful townhouse in Giza. 4 bedrooms, 4 bathrooms, 152 sqm. Furnished.",https://example.com/property/889,2026-05-04T18:39:28.478397,sample,17779.927631578947,14.809706329711956,Giza
Studio in New Cairo,376163,44,0,1,Studio,Unfurnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 44 sqm. Unfurnished.",https://example.com/property/890,2026-05-04T18:39:28.478400,sample,8549.15909090909,12.83778049749022,Cairo
Apartment in Cairo,2071412,110,3,4,Apartment,Semi-furnished,Cairo,"Beautiful apartment in Cairo. 3 bedrooms, 4 bathrooms, 110 sqm. Semi-furnished.",https://example.com/property/891,2026-05-04T18:39:28.478403,sample,18831.01818181818,14.543741541065856,Cairo
Studio in Giza,369410,55,0,1,Studio,Semi-furnished,Giza,"Beautiful studio in Giza. 0 bedrooms, 1 bathrooms, 55 sqm. Semi-furnished.",https://example.com/property/892,2026-05-04T18:39:28.478406,sample,6716.545454545455,12.819665124322329,Giza
Townhouse in Sheikh Zayed,3828060,216,5,5,Townhouse,Furnished,Sheikh Zayed,"Beautiful townhouse in Sheikh Zayed. 5 bedrooms, 5 bathrooms, 216 sqm. Furnished.",https://example.com/property/893,2026-05-04T18:39:28.478409,sample,17722.5,15.157868966642228,Sheikh Zayed
Townhouse in 6th October,2321395,241,3,2,Townhouse,Furnished,6th October,"Beautiful townhouse in 6th October. 3 bedrooms, 2 bathrooms, 241 sqm. Furnished.",https://example.com/property/894,2026-05-04T18:39:28.478413,sample,9632.344398340249,14.657679286817045,6th October
Apartment in 6th October,1216972,64,3,2,Apartment,Semi-furnished,6th October,"Beautiful apartment in 6th October. 3 bedrooms, 2 bathrooms, 64 sqm. Semi-furnished.",https://example.com/property/895,2026-05-04T18:39:28.478417,sample,19015.1875,14.01187718602101,6th October
Townhouse in Cairo,1843264,141,3,2,Townhouse,Semi-furnished,Cairo,"Beautiful townhouse in Cairo. 3 bedrooms, 2 bathrooms, 141 sqm. Semi-furnished.",https://example.com/property/896,2026-05-04T18:39:28.478420,sample,13072.794326241135,14.427049013618866,Cairo
Townhouse in Giza,2773824,243,2,3,Townhouse,Unfurnished,Giza,"Beautiful townhouse in Giza. 2 bedrooms, 3 bathrooms, 243 sqm. Unfurnished.",https://example.com/property/897,2026-05-04T18:39:28.478423,sample,11414.913580246914,14.835737792070239,Giza
Apartment in Giza,2513324,156,3,3,Apartment,Furnished,Giza,"Beautiful apartment in Giza. 3 bedrooms, 3 bathrooms, 156 sqm. Furnished.",https://example.com/property/898,2026-05-04T18:39:28.478427,sample,16111.051282051281,14.737117135660665,Giza
Villa in 6th October,6680223,293,5,3,Villa,Furnished,6th October,"Beautiful villa in 6th October. 5 bedrooms, 3 bathrooms, 293 sqm. Furnished.",https://example.com/property/899,2026-05-04T18:39:28.478430,sample,22799.39590443686,15.714662077884745,6th October
Townhouse in Sheikh Zayed,2939155,194,2,3,Townhouse,Unfurnished,Sheikh Zayed,"Beautiful townhouse in Sheikh Zayed. 2 bedrooms, 3 bathrooms, 194 sqm. Unfurnished.",https://example.com/property/900,2026-05-04T18:39:28.478433,sample,15150.283505154639,14.893633023271066,Sheikh Zayed
Apartment in 6th October,2012068,137,4,5,Apartment,Furnished,6th October,"Beautiful apartment in 6th October. 4 bedrooms, 5 bathrooms, 137 sqm. Furnished.",https://example.com/property/901,2026-05-04T18:39:28.478436,sample,14686.627737226278,14.514674103848325,6th October
Studio in New Cairo,687520,46,0,1,Studio,Semi-furnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 46 sqm. Semi-furnished.",https://example.com/property/902,2026-05-04T18:39:28.478438,sample,14946.08695652174,13.440847653510906,Cairo
Studio in New Cairo,704927,58,0,1,Studio,Furnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 58 sqm. Furnished.",https://example.com/property/903,2026-05-04T18:39:28.478441,sample,12153.913793103447,13.465850948919448,Cairo
Villa in Cairo,6749649,262,5,6,Villa,Furnished,Cairo,"Beautiful villa in Cairo. 5 bedrooms, 6 bathrooms, 262 sqm. Furnished.",https://example.com/property/904,2026-05-04T18:39:28.478444,sample,25762.019083969466,15.725001209652508,Cairo
Townhouse in Cairo,2455623,283,3,1,Townhouse,Semi-furnished,Cairo,"Beautiful townhouse in Cairo. 3 bedrooms, 1 bathrooms, 283 sqm. Semi-furnished.",https://example.com/property/905,2026-05-04T18:39:28.478448,sample,8677.113074204946,14.713891462066476,Cairo
Townhouse in Cairo,2598856,150,5,4,Townhouse,Furnished,Cairo,"Beautiful townhouse in Cairo. 5 bedrooms, 4 bathrooms, 150 sqm. Furnished.",https://example.com/property/906,2026-05-04T18:39:28.478451,sample,17325.706666666665,14.770582290947923,Cairo
Villa in Giza,3897140,186,3,3,Villa,Furnished,Giza,"Beautiful villa in Giza. 3 bedrooms, 3 bathrooms, 186 sqm. Furnished.",https://example.com/property/907,2026-05-04T18:39:28.478455,sample,20952.36559139785,15.175753765344519,Giza
Studio in 6th October,329675,43,0,1,Studio,Unfurnished,6th October,"Beautiful studio in 6th October. 0 bedrooms, 1 bathrooms, 43 sqm. Unfurnished.",https://example.com/property/908,2026-05-04T18:39:28.478457,sample,7666.860465116279,12.705865632961661,6th October
Duplex in Alexandria,3175268,178,2,2,Duplex,Semi-furnished,Alexandria,"Beautiful duplex in Alexandria. 2 bedrooms, 2 bathrooms, 178 sqm. Semi-furnished.",https://example.com/property/909,2026-05-04T18:39:28.478460,sample,17838.584269662922,14.970902911129468,Alexandria
Duplex in Sheikh Zayed,3242902,110,4,3,Duplex,Unfurnished,Sheikh Zayed,"Beautiful duplex in Sheikh Zayed. 4 bedrooms, 3 bathrooms, 110 sqm. Unfurnished.",https://example.com/property/910,2026-05-04T18:39:28.478463,sample,29480.927272727273,14.991979474265499,Sheikh Zayed
Duplex in Sheikh Zayed,4398891,202,4,3,Duplex,Furnished,Sheikh Zayed,"Beautiful duplex in Sheikh Zayed. 4 bedrooms, 3 bathrooms, 202 sqm. Furnished.",https://example.com/property/911,2026-05-04T18:39:28.478466,sample,21776.688118811882,15.29686324899515,Sheikh Zayed
Townhouse in Sheikh Zayed,2634984,164,3,3,Townhouse,Semi-furnished,Sheikh Zayed,"Beautiful townhouse in Sheikh Zayed. 3 bedrooms, 3 bathrooms, 164 sqm. Semi-furnished.",https://example.com/property/912,2026-05-04T18:39:28.478469,sample,16066.975609756097,14.784388047341777,Sheikh Zayed
Duplex in New Cairo,4340128,193,4,3,Duplex,Furnished,New Cairo,"Beautiful duplex in New Cairo. 4 bedrooms, 3 bathrooms, 193 sqm. Furnished.",https://example.com/property/913,2026-05-04T18:39:28.478472,sample,22487.709844559584,15.283414629137157,Cairo
Townhouse in New Cairo,1960260,122,3,2,Townhouse,Semi-furnished,New Cairo,"Beautiful townhouse in New Cairo. 3 bedrooms, 2 bathrooms, 122 sqm. Semi-furnished.",https://example.com/property/914,2026-05-04T18:39:28.478477,sample,16067.704918032787,14.488588185606565,Cairo
Villa in New Cairo,7752906,228,6,5,Villa,Furnished,New Cairo,"Beautiful villa in New Cairo. 6 bedrooms, 5 bathrooms, 228 sqm. Furnished.",https://example.com/property/915,2026-05-04T18:39:28.478481,sample,34003.97368421053,15.863578427772515,Cairo
Villa in 6th October,4817192,291,5,4,Villa,Furnished,6th October,"Beautiful villa in 6th October. 5 bedrooms, 4 bathrooms, 291 sqm. Furnished.",https://example.com/property/916,2026-05-04T18:39:28.478485,sample,16553.92439862543,15.387701951241109,6th October
Studio in Alexandria,726852,54,0,1,Studio,Furnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 54 sqm. Furnished.",https://example.com/property/917,2026-05-04T18:39:28.478488,sample,13460.222222222223,13.496479535245005,Alexandria
Studio in Giza,310322,33,0,1,Studio,Unfurnished,Giza,"Beautiful studio in Giza. 0 bedrooms, 1 bathrooms, 33 sqm. Unfurnished.",https://example.com/property/918,2026-05-04T18:39:28.478490,sample,9403.69696969697,12.645368969507182,Giza
Townhouse in New Cairo,3387385,272,2,1,Townhouse,Furnished,New Cairo,"Beautiful townhouse in New Cairo. 2 bedrooms, 1 bathrooms, 272 sqm. Furnished.",https://example.com/property/919,2026-05-04T18:39:28.478493,sample,12453.621323529413,15.035569090467282,Cairo
Apartment in New Cairo,2156213,180,1,1,Apartment,Furnished,New Cairo,"Beautiful apartment in New Cairo. 1 bedrooms, 1 bathrooms, 180 sqm. Furnished.",https://example.com/property/920,2026-05-04T18:39:28.478496,sample,11978.961111111112,14.58386446397026,Cairo
Studio in New Cairo,472772,49,0,1,Studio,Semi-furnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 49 sqm. Semi-furnished.",https://example.com/property/921,2026-05-04T18:39:28.478499,sample,9648.408163265307,13.066370636844397,Cairo
Apartment in Alexandria,2714854,163,3,1,Apartment,Unfurnished,Alexandria,"Beautiful apartment in Alexandria. 3 bedrooms, 1 bathrooms, 163 sqm. Unfurnished.",https://example.com/property/922,2026-05-04T18:39:28.478502,sample,16655.546012269937,14.81424910292581,Alexandria
Villa in Cairo,4526308,357,3,2,Villa,Furnished,Cairo,"Beautiful villa in Cairo. 3 bedrooms, 2 bathrooms, 357 sqm. Furnished.",https://example.com/property/923,2026-05-04T18:39:28.478505,sample,12678.733893557423,15.325417375050217,Cairo
Studio in 6th October,426563,38,0,1,Studio,Unfurnished,6th October,"Beautiful studio in 6th October. 0 bedrooms, 1 bathrooms, 38 sqm. Unfurnished.",https://example.com/property/924,2026-05-04T18:39:28.478508,sample,11225.342105263158,12.96351769327285,6th October
Townhouse in 6th October,3447442,277,5,6,Townhouse,Unfurnished,6th October,"Beautiful townhouse in 6th October. 5 bedrooms, 6 bathrooms, 277 sqm. Unfurnished.",https://example.com/property/925,2026-05-04T18:39:28.478512,sample,12445.638989169674,15.053143354792823,6th October
Duplex in 6th October,1778903,110,2,1,Duplex,Semi-furnished,6th October,"Beautiful duplex in 6th October. 2 bedrooms, 1 bathrooms, 110 sqm. Semi-furnished.",https://example.com/property/926,2026-05-04T18:39:28.478516,sample,16171.845454545455,14.391508002291417,6th October
